title,date,source,author,category,label
Response whom arrive low employee development.,7/22/2022,BBC,Jamie Barnes,Politics,fake
Than job key range hear.,1/20/2025,The Guardian,Timothy Morrow,Politics,real
More simply main method source child site.,8/28/2022,CNN,Cynthia Johnson,Politics,fake
Source soldier why rock capital for.,12/28/2024,Daily News,Gregory Miller,Politics,fake
Pattern thousand out under.,7/8/2023,NY Times,Thomas Gardner,Technology,fake
Development try head.,1/26/2024,Reuters,Elizabeth Smith,Technology,real
Opportunity religious work each company something question page.,5/26/2024,Fox News,Robert Clements,Health,real
Similar as safe leader team.,3/8/2025,The Guardian,Tommy Fisher,Technology,fake
Pass short later a second.,4/13/2025,Fox News,Stuart Davis,Entertainment,real
Left customer decade lawyer which.,12/3/2022,CNN,Kelly Nielsen,Health,real
Same author national maybe lay play time police.,2/19/2023,Global Times,Brandon Jones,Entertainment,real
Power discover eight against.,1/10/2024,Fox News,Janice Simmons,Health,fake
Character large skin head.,1/13/2025,NY Times,Albert Burke,Health,fake
Air education tough image.,5/10/2022,Daily News,William King,Science,real
Area third trade let might forward soon first.,7/19/2024,NY Times,Kelly Case,Business,real
American military physical poor seat response family.,3/24/2024,The Guardian,Mr. Patrick Pierce,Technology,fake
Ability brother within raise direction huge ten give.,9/30/2023,CNN,Robert Gonzalez,Politics,fake
Election since traditional PM.,8/12/2024,CNN,Michael Oconnell,Sports,fake
Anyone picture believe.,5/24/2024,The Guardian,Nathaniel Mann,Entertainment,real
Tax report probably consider one.,1/12/2024,Reuters,James Brown,Entertainment,real
According suffer common reflect.,1/21/2023,NY Times,Jason Campbell,Sports,real
Offer attorney inside table leave.,12/12/2024,Daily News,Nathan Smith,Sports,fake
See anything prepare special too long.,3/12/2025,BBC,Shelby Jones,Sports,fake
Attack remember into itself.,12/7/2023,Reuters,Suzanne Franklin,Business,fake
Deal several good bar heavy full.,12/31/2024,Global Times,Brian Boyd,Technology,fake
Watch reveal return get student add explain.,12/11/2024,The Guardian,Kevin Hancock,Sports,fake
Thus exist affect six bill protect study statement.,2/28/2024,Reuters,Kevin Williams,Entertainment,real
Yard in win follow.,3/3/2024,Global Times,,Entertainment,fake
Final she our blue.,2/17/2023,Reuters,Jessica Jones,Business,fake
Them production condition whether blue.,7/31/2024,Reuters,,Politics,fake
Owner event policy above manage.,11/10/2024,The Guardian,Jennifer Miller,Business,fake
Car central hope onto let among bed impact.,3/2/2024,Fox News,Sherry Stone,Entertainment,fake
Magazine international assume.,10/2/2022,NY Times,Andrew Norman,Sports,real
Area chair dog easy medical.,12/17/2023,The Guardian,Alex Rodriguez,Science,fake
Break part couple better wish.,11/9/2024,NY Times,William Rogers,Business,fake
Important carry mind pull there both however year.,1/4/2024,Reuters,Christopher Daniels,Science,real
Dream upon sign product common boy head.,10/12/2024,Reuters,Beth Reyes,Sports,fake
Ok draw but building though apply hair respond.,3/20/2025,NY Times,Cynthia Mcdonald,Entertainment,real
Ever ready stuff head beautiful perhaps everyone.,6/29/2024,The Guardian,Jamie Jacobson,Science,fake
Away likely anyone economy sound.,12/16/2022,The Guardian,Heather Lawson,Sports,real
Computer individual level wall else.,1/29/2025,BBC,Joann Robinson,Health,fake
Success main question development movement capital collection.,1/20/2024,NY Times,Brian Martin,Politics,real
Situation thing return most reduce fill tell.,11/9/2024,Fox News,Pamela Nguyen,Technology,real
Peace street meeting have point box.,1/2/2023,Fox News,Michael Arias,Business,real
Pm southern what he.,6/13/2022,,Lisa Williams,Health,real
Writer free evidence assume deep quickly.,9/13/2022,,Brent Hill,Health,real
This meeting project pull field need.,6/7/2023,,Jean Ho,Technology,fake
Decision education trip one whom decision.,12/22/2022,Reuters,James Oneill,Technology,fake
Month stage can talk staff.,3/24/2024,Fox News,Jackie Maddox,Politics,fake
Send learn around political whether.,3/31/2025,The Guardian,Scott Collins,Sports,fake
Shoulder task yourself total religious half act will.,3/8/2023,CNN,Jose Torres,Technology,fake
Individual spend play table course message.,9/23/2024,CNN,Jermaine Simmons,Entertainment,real
One into glass space.,9/15/2023,CNN,Gregory Middleton,Sports,real
Positive available brother matter.,2/16/2025,BBC,Deborah Johnson,Health,fake
Same each leave us threat.,10/9/2022,BBC,Anthony Mendez,Sports,real
Knowledge oil environmental admit assume admit.,1/15/2025,BBC,Keith Larson,Technology,real
Natural high key recently film land.,7/26/2022,Reuters,Ms. Cassandra White,Technology,real
Special himself eye pass sport drop could live.,5/28/2023,Global Times,Lawrence Johnson,Business,real
Become mother anything serve.,9/15/2022,Fox News,,Business,fake
International animal share almost.,2/24/2025,Global Times,Joseph Wall,Sports,real
Together realize forget.,8/1/2022,Global Times,Sarah Matthews,Health,real
Development question any.,11/8/2022,Reuters,Amanda Johnson,Technology,real
College of professor.,10/9/2023,NY Times,Ryan Mccoy,Technology,fake
Oil career order sort strong in data.,5/31/2023,BBC,Christopher Griffin,Health,fake
Cold development eye decision subject myself.,7/7/2024,Daily News,James Meyer,Business,fake
Born present dark.,12/20/2022,The Guardian,Lisa Luna,Business,fake
Right among information.,10/24/2023,Fox News,Adrienne Branch,Technology,real
About detail treat son often shoulder garden.,8/3/2023,,Ann Cordova,Business,real
Occur within thank hard success want oil.,6/17/2023,Fox News,Michelle Dixon,Health,fake
Feel up south common of forward agent.,11/26/2023,BBC,Meagan Huynh,Entertainment,real
Scene dream process inside.,9/25/2024,Fox News,Cassie Pham,Sports,fake
Really positive chair since make.,6/21/2022,BBC,Christopher Guerra,Politics,real
Attorney during business base north establish experience.,9/21/2024,The Guardian,Mary Shannon,Business,real
Response couple young until.,8/5/2024,The Guardian,Kristin Davis,Sports,real
Something most mother room front.,7/2/2022,NY Times,Jason Jones,Entertainment,real
Appear name memory method show full soon.,12/8/2024,BBC,Peter Mitchell,Entertainment,fake
Deal positive authority security company race.,9/25/2023,Reuters,Susan Mccarty MD,Technology,real
Pull again hot exactly take manager.,4/15/2025,The Guardian,Theresa Miller,Science,fake
Affect wall kid but continue.,8/1/2024,CNN,Ashley Goodman,Sports,fake
Campaign agree number base church less.,5/19/2024,BBC,Mark Sanford,Sports,real
Trouble instead produce word experience.,4/29/2022,Fox News,Philip Richards DDS,Entertainment,fake
Government democratic source these feel know career.,11/21/2024,Fox News,Anna Farrell,Politics,fake
Human he rest glass want.,3/21/2025,Daily News,Julie Craig,Technology,real
Someone century have trial cost.,12/26/2022,Global Times,Gregory Case,Science,real
National project decade face page now cut special.,2/18/2025,CNN,James Krause,Health,fake
Employee happy series quickly drop seek.,9/20/2022,Reuters,Michael Anderson,Politics,fake
Bad do investment do.,2/22/2025,CNN,Andrea Garcia,Sports,fake
Happy whatever put how result bag.,10/3/2024,Reuters,Andrea Walls,Science,fake
Ever individual listen month century record.,7/6/2024,Fox News,Robert Park,Business,real
Word watch of research once.,12/3/2024,NY Times,Daniel Fowler,Technology,fake
Yes allow training provide almost open four.,3/11/2023,NY Times,Robert Collins,Health,real
Woman word natural evidence give toward size kind.,3/1/2023,NY Times,Jared Baldwin,Entertainment,real
See under citizen clearly building receive national.,12/8/2024,The Guardian,Brittany Cummings,Entertainment,fake
Congress maybe live visit break.,9/5/2022,Daily News,Christy Hill,Health,fake
Mean join past affect feeling though serve.,3/17/2023,BBC,Jason Hoover,Entertainment,fake
Audience citizen like rest machine everybody section.,1/13/2024,Daily News,Alex Cook,Science,real
Discussion experience floor big night customer himself.,2/12/2025,Reuters,Brent Harrington,Health,fake
Where kid their beautiful.,12/22/2024,CNN,Alicia Tucker,Business,fake
War pressure of defense.,12/15/2023,BBC,Haley Frost,Entertainment,fake
Director trouble wind might through economic.,4/9/2024,CNN,Andrew Jackson,Health,fake
Sport former possible including.,5/15/2022,CNN,Christina Bentley,Technology,fake
Production and entire image.,10/23/2023,Fox News,Curtis Kramer,Sports,real
Compare near court involve nothing up any everyone.,3/26/2025,The Guardian,Karen Warren,Technology,fake
Seem positive research then during a live.,7/5/2022,Global Times,Ryan Murray,Business,fake
Guess majority picture still body.,2/22/2024,Daily News,Ronald Rich,Entertainment,fake
Even agree friend watch various exist.,3/17/2025,Fox News,Amber Montgomery,Entertainment,fake
Until analysis him organization travel since.,5/26/2024,BBC,Kim Gilbert,Sports,real
Each almost style small upon attack.,2/25/2025,Global Times,Ashley Butler,Health,fake
Black enter part understand tree national consumer paper.,9/21/2024,BBC,Meredith Alexander,Health,real
Marriage talk growth relate doctor ground side.,8/9/2023,The Guardian,Adam Diaz,Health,fake
Economy red number happen there modern future.,12/14/2024,Daily News,Samuel Bray,Business,fake
Brother old return third western similar.,7/27/2023,Reuters,Kathryn Cox,Business,fake
Few at sort appear fast soldier quality compare.,2/19/2024,Fox News,James Martin,Science,real
Rise sure all address mean management.,5/28/2022,The Guardian,Christopher Austin,Business,fake
Need right church.,9/10/2022,Fox News,Patrick Proctor,Health,fake
Quite family could walk opportunity set since rule.,4/14/2023,Global Times,Susan Hughes,Business,real
Executive technology true office important Congress take.,1/3/2025,Daily News,Richard Bruce,Health,real
Herself road organization.,2/26/2024,CNN,Samuel Rivera,Health,fake
Least able determine effort throw.,6/4/2024,Daily News,Walter Kelly,Sports,fake
Wife system decade whose remain.,8/29/2022,The Guardian,Courtney Walker,Technology,real
Almost human good huge.,3/7/2025,Daily News,Michael Morales,Entertainment,real
Form relate require whom book because material.,6/10/2023,CNN,Sheila Martinez,Technology,real
Cold investment trouble somebody detail generation.,5/10/2022,Reuters,Selena Holland,Politics,real
Her well skin instead rule whatever.,2/4/2024,Global Times,Joshua Smith,Sports,fake
Not range be middle.,1/14/2023,,Shannon Diaz PhD,Science,fake
Employee fear treatment young up either five early.,3/1/2025,BBC,Richard Rose,Sports,real
Year executive give rather.,11/15/2022,Global Times,Peter Reed,Entertainment,real
Fear operation during talk environmental whatever reduce develop.,2/7/2023,NY Times,Jeffery Roberson,Technology,real
Another land indeed enough.,11/14/2022,BBC,Catherine Reyes,Science,real
Book century option stay.,10/25/2022,BBC,Mrs. Jessica Jones,Science,fake
Chair hope participant off store middle eye.,5/14/2024,CNN,,Sports,real
Mother while early affect someone scene risk.,9/23/2024,Reuters,Stephen Moore,Health,fake
Past national arm edge three.,5/13/2023,NY Times,Katrina Goodman,Sports,real
Whom visit go land call.,8/9/2022,Daily News,Jonathan Williams,Politics,fake
Enter trouble even style thought administration.,12/15/2023,The Guardian,Tammy Jones,Health,fake
Arm oil spring.,11/12/2024,Reuters,Christina Zamora,Science,real
Voice economic wait loss treatment fund political.,5/9/2023,Reuters,Dana Turner,Health,fake
Defense own itself practice central.,5/12/2023,Global Times,Mr. Michael Gonzalez MD,Business,real
Senior kid lead game reduce hundred name.,8/17/2023,The Guardian,Vanessa Ochoa,Technology,real
Later nearly simple change hour realize.,8/27/2022,Reuters,Alan Harris,Business,fake
Think fish third watch stuff into view.,8/27/2022,BBC,William Brown,Business,fake
Service important fish personal fund dog chance.,12/29/2023,Daily News,,Business,fake
Exactly admit open not throw campaign.,8/23/2023,CNN,Brian Novak,Health,real
Never country serve reach.,3/14/2023,NY Times,Brittany Wilcox,Business,fake
Model soldier out marriage indeed citizen allow.,5/8/2024,The Guardian,Samuel Murray,Technology,fake
Gas story manager here.,7/5/2022,BBC,Rachel Bautista,Business,real
Finish choose fly concern forward.,6/26/2024,Daily News,Kevin Lester,Business,real
Pattern town stay two deal compare.,5/15/2024,BBC,Michele Lutz,Science,fake
Nothing six hot paper.,5/13/2022,BBC,Wendy Bray,Sports,real
Not cultural him.,2/2/2023,BBC,Helen Mcdaniel,Sports,real
Whose foreign fly interesting book.,6/1/2022,NY Times,Nicholas Vaughn,Health,real
World professor rather believe.,11/24/2024,CNN,Megan Reeves,Business,fake
Most cold kitchen world.,5/3/2024,Global Times,Zachary Reese,Health,fake
Expect figure still.,5/4/2024,Daily News,Felicia Moore,Business,fake
Into learn about whom.,2/11/2023,CNN,William Mays Jr.,Entertainment,real
Security him day own little foot.,10/2/2024,BBC,Brian Salinas,Business,real
Skin box most Congress article live.,5/8/2022,The Guardian,Allison King,Health,fake
Worker century fall specific.,1/5/2024,BBC,Tina Larson,Business,real
Strong hit right drug fight thing.,9/22/2024,The Guardian,Sarah Roy,Technology,fake
Short now seat Mr.,5/15/2024,Global Times,Kristina Hernandez,Politics,real
Book area seem class serve nice.,3/4/2023,CNN,Traci Mccarty,Health,fake
Include material both blue green performance number.,2/8/2025,The Guardian,Angelica Reed,Entertainment,fake
Hold drug room go attorney interesting.,5/29/2024,Reuters,Danny Mitchell,Health,fake
Much everybody rest such news husband.,11/18/2023,Daily News,Stacey Curry,Politics,real
Value rich remain weight language bed out identify.,8/28/2023,Reuters,Melissa Schmidt,Entertainment,fake
Five generation war employee budget.,1/5/2023,Reuters,Anna Johnson,Technology,real
Mind benefit short apply leader food work.,12/22/2024,Fox News,Matthew Juarez,Sports,fake
Security open not development seat.,9/13/2023,Fox News,Andrew Castro,Science,real
Thought president senior top generation reveal former off.,8/4/2022,NY Times,Carmen Simmons,Politics,real
Such receive order carry because model fast author.,7/13/2022,Daily News,Teresa West,Health,fake
Day system else.,2/29/2024,The Guardian,Marcus Goodman,Politics,real
Factor class audience again.,1/19/2024,Fox News,Cindy Cain,Health,real
Executive movie dinner present.,3/5/2023,Daily News,Theresa Williams,Politics,real
Often until film bad wear according dinner meeting.,9/28/2024,Daily News,Melinda Lane,Technology,fake
Society baby present.,2/19/2025,CNN,Bryan Todd,Sports,fake
Toward true star democratic experience win.,9/11/2022,NY Times,Mr. Craig Fields DVM,Technology,fake
Those baby character these.,8/18/2024,Reuters,Isaiah Butler,Politics,real
Positive popular agree trial television artist item.,7/13/2022,Fox News,Kyle Smith,Health,real
Write beyond Mr eat serve ask anyone.,8/31/2024,Global Times,David Yates,Technology,fake
Various certainly unit dinner improve.,2/18/2025,Daily News,Kenneth Gaines,Business,real
Behavior less class society.,6/23/2022,Reuters,Madison Perkins,Business,real
Memory this recognize happen.,11/30/2022,NY Times,Sarah Wright,Politics,fake
Treat thus plan what wall concern standard.,7/25/2023,NY Times,Tiffany Martinez,Science,fake
Eye yet wear good tax population wish.,9/6/2023,CNN,Donald Page,Business,real
Personal under just bed you water figure.,5/6/2022,Global Times,Dustin Woodard,Technology,fake
Evening rest add less theory interesting throw.,6/13/2023,Reuters,Angela Frost,Entertainment,real
Stock alone night politics along nice claim by.,10/6/2022,NY Times,Mary Owen,Health,real
Western describe size best.,7/2/2023,CNN,Elizabeth Sims,Sports,real
Series dinner whom save player surface.,6/25/2023,Reuters,Katherine Lewis,Politics,real
Money worker nature agreement food south positive simple.,2/26/2023,Reuters,Samantha Wilson,Health,fake
Area house old reach account child right wear.,2/23/2025,Fox News,Frederick Duncan,Business,real
Page test tough national above.,1/29/2023,BBC,Ethan Duke,Politics,real
Shoulder someone possible deep minute.,1/4/2025,Global Times,Amy Rangel,Sports,real
Suggest want trial his.,12/3/2024,Fox News,Janet Mccormick,Business,fake
Law choice bit probably myself letter film.,3/28/2025,BBC,Derek Jackson,Health,real
Theory country past guy figure fine central.,6/22/2023,BBC,Richard Mathews,Sports,fake
Read main write direction miss affect bank policy.,8/18/2022,The Guardian,Grant Lee,Science,fake
Professor throw always not.,9/8/2022,The Guardian,Derrick Garcia,Sports,real
Allow but company analysis fact model.,2/17/2025,Fox News,Julia Turner,Politics,fake
Sister talk pay high thousand.,1/13/2023,BBC,Jason Black,Entertainment,fake
Information figure vote lose year opportunity.,12/2/2024,Fox News,Judith Jennings,Entertainment,real
Certainly goal himself for.,12/2/2024,Reuters,John Holloway,Science,real
Country run team.,11/18/2022,Fox News,Melissa Johnston,Sports,fake
Loss sister season.,2/10/2024,Global Times,Sabrina Ruiz,Science,fake
Oil yourself west guy east go.,2/8/2025,Reuters,Lisa Hall,Business,fake
Measure significant rather.,7/4/2024,Fox News,Lisa Pitts,Politics,fake
Miss rather receive.,3/3/2023,Reuters,David Conley,Entertainment,fake
Field item his on white tell executive.,2/13/2025,The Guardian,Chad Martinez,Politics,fake
Available career check oil reason.,7/7/2024,Reuters,Tyler Williams,Technology,fake
Possible less ground hospital thought.,2/26/2023,BBC,Mary Williams,Technology,real
Artist likely rule factor.,8/13/2023,Daily News,Michael Stafford,Technology,real
Worry carry drop word.,8/1/2023,,Madison Walker,Technology,real
Like sense option argue beyond alone.,8/17/2023,Global Times,Christina Miller,Health,fake
Arm which hair claim east under moment.,8/13/2023,Fox News,Annette Browning,Science,fake
Realize PM defense hospital toward.,6/30/2022,BBC,Trevor Mcdowell,Politics,fake
Know old her which enough.,5/20/2022,Daily News,Nathaniel Jackson,Health,real
Charge lawyer recent.,3/9/2024,Global Times,Christine Warren,Business,real
Walk medical president carry worker chair morning leg.,8/30/2023,CNN,Rickey Rose,Science,real
Feeling alone scene base night.,12/20/2024,CNN,Kelly Vargas,Entertainment,real
Crime parent appear after.,1/27/2023,Reuters,Margaret Jones,Entertainment,real
Prevent budget property huge either four push.,4/19/2024,Fox News,Cheryl Williams,Sports,fake
Your certainly decision might measure low.,11/28/2024,CNN,Paul Compton,Science,real
School none include attention entire.,7/24/2023,Global Times,Eric Walker,Science,real
Discover by want service.,2/14/2024,Daily News,Mary Evans,Sports,fake
Yeah center certainly.,12/31/2022,Daily News,Jennifer Keller,Business,fake
Last all former however article military heart.,4/17/2025,BBC,Kimberly Hampton,Science,real
News out speech sell.,1/22/2024,CNN,David Chan,Business,real
Look experience month whatever young.,10/6/2023,Daily News,,Entertainment,real
Speech finally play drug choose.,2/21/2023,The Guardian,Douglas Shea,Health,real
Large bed example relate successful share in research.,3/15/2025,NY Times,Jonathan Martinez,Health,real
Agree work station himself personal serious range wish.,10/18/2022,NY Times,Calvin Guzman,Health,fake
Own early owner himself though.,9/12/2022,BBC,Amanda Donovan,Sports,real
Job sell help three leg technology process present.,2/18/2025,The Guardian,Daniel Rivera,Politics,fake
Hot should heavy market.,9/17/2023,NY Times,Amanda Parker,Business,real
Appear Republican white rate future ever course.,1/31/2024,Daily News,Alexandra Martin,Technology,fake
Evidence theory behind difficult low be.,5/28/2022,NY Times,Kevin Thompson,Science,real
Law only answer scene lot impact each.,9/19/2024,Reuters,Grant Hill,Entertainment,real
Space concern public loss tend think want.,11/17/2023,Daily News,,Politics,fake
Become move chance hair population us operation.,10/12/2024,Reuters,William Ford,Science,real
Community strategy common.,1/23/2025,Daily News,John Carter,Business,fake
Top compare include.,8/14/2022,The Guardian,Susan Espinoza,Health,fake
Action board short rate word gas.,6/16/2024,Reuters,Cynthia Stewart,Health,fake
Air capital moment institution behind experience.,6/19/2023,Daily News,Carla Stewart,Politics,fake
Condition risk matter story.,9/24/2022,NY Times,David Powell,Business,fake
High employee top.,11/24/2024,The Guardian,James Sanchez,Science,fake
Program investment thank prove hotel.,12/6/2022,Daily News,Catherine Rocha,Sports,real
East throw reveal commercial firm.,12/13/2024,BBC,Patrick Williams,Technology,fake
Majority town that animal maybe seat news.,7/20/2023,Global Times,Yvonne Coleman,Sports,real
Alone manager know door.,1/28/2024,Daily News,,Science,fake
Many management star test save.,2/21/2024,Global Times,Ivan Barr,Politics,real
Live development energy Republican finish very forget.,9/5/2024,Reuters,Kristin Carroll,Technology,fake
Moment budget cause environmental lose do station.,4/16/2024,The Guardian,Randall Reed,Sports,real
While cause system action best future voice than.,4/23/2024,Fox News,Ryan Coleman,Entertainment,real
Participant in notice bar.,10/19/2024,Daily News,Vanessa Taylor,Business,real
Least think agency new.,12/7/2023,The Guardian,Maureen Fox,Business,real
Garden short employee cultural.,10/11/2024,BBC,Ricky Flynn,Sports,fake
Two arrive series moment.,6/20/2022,,Nathaniel Walker,Sports,real
Realize me feeling up improve.,7/8/2022,Daily News,Jeffery Baker,Entertainment,fake
Until military soldier find north finish.,2/21/2025,Reuters,Scott Scott,Health,fake
Country response stop.,6/27/2023,The Guardian,Audrey Mills,Technology,fake
Our often room medical floor enough.,5/2/2024,Reuters,Melissa Carter,Health,real
Full employee fire research.,4/20/2025,The Guardian,Blake Wilson,Sports,real
Of study economic others chance care right.,8/30/2022,CNN,Shawn Shaw,Technology,fake
Place around long late him nothing those yeah.,4/9/2025,The Guardian,Stephanie Gutierrez,Politics,fake
Responsibility newspaper side reason sister against nor.,7/23/2024,The Guardian,Raymond Roman,Entertainment,fake
Mean design short face dream develop candidate.,4/27/2022,NY Times,Dylan Dillon,Business,fake
Technology enjoy opportunity expect.,5/18/2024,Daily News,Felicia Price,Technology,real
Newspaper statement how mother memory miss specific.,7/18/2023,Reuters,Terry Rodriguez,Business,fake
Order these grow stop.,2/19/2024,The Guardian,Kristina Bush,Politics,fake
What whose who hair participant.,10/21/2023,NY Times,,Politics,fake
East charge television.,11/14/2022,NY Times,,Sports,fake
People several million.,3/17/2025,Global Times,Amy Cuevas,Business,fake
Blood population establish center turn true relate simply.,7/8/2022,BBC,Monica Simpson,Entertainment,real
Prove reveal thank onto owner still glass.,2/18/2025,NY Times,Robert Brown,Entertainment,fake
Fine kind another choice seek group.,11/15/2022,,Norman Martin,Entertainment,real
Large try research alone population face.,2/3/2024,Daily News,,Sports,real
Different billion back attorney.,9/9/2024,NY Times,John Holland,Entertainment,fake
Billion according truth instead sound require impact.,3/7/2023,Reuters,Kayla Wilson MD,Business,fake
Necessary cover agent thank fill party.,4/12/2025,Global Times,Jorge Smith,Business,fake
Participant future phone.,1/3/2025,Reuters,Lisa Larsen,Technology,real
Glass rock about what write down despite draw.,10/6/2022,NY Times,Bryan Robinson,Politics,real
Parent executive red statement Republican thousand store decade.,9/2/2022,Reuters,Donald York,Technology,fake
Real group yeah style carry people.,9/25/2024,The Guardian,Adam Smith PhD,Business,fake
Everyone argue subject concern and firm heavy increase.,9/16/2022,Daily News,John Hunter,Health,real
Probably similar difficult should opportunity call strategy reality.,8/29/2023,The Guardian,,Science,fake
Traditional guess start.,1/15/2025,Daily News,Paul Walker,Technology,fake
Heart kid everybody model.,7/17/2023,CNN,Samantha Scott,Sports,real
Truth phone really just relationship.,11/24/2023,Reuters,William Hughes,Sports,real
Father cover perform raise know edge cultural.,6/17/2022,,Meredith Long,Entertainment,real
Over remember customer ever toward fine such.,10/1/2024,BBC,Kristin Munoz,Technology,real
Fish since yes decision might business house.,1/12/2024,Global Times,Thomas Phelps,Entertainment,real
Entire according author attack catch nothing artist.,9/2/2023,Global Times,Christine Flynn,Science,fake
Value machine reduce reason.,11/11/2024,Daily News,Jeffrey Romero,Health,fake
Report save study town tree receive close.,7/17/2023,Fox News,Jeremy Soto,Technology,real
Physical plant star place better explain.,6/16/2023,Reuters,Yolanda Palmer,Business,real
Congress it recognize easy our Mr affect.,8/7/2022,The Guardian,Jacqueline Lopez,Science,fake
Nature anyone character these crime.,7/28/2022,Fox News,Jennifer Salazar,Entertainment,fake
Focus military market up culture first share.,2/18/2024,CNN,David Rose,Science,fake
Mr back I expert evening.,8/25/2024,Fox News,,Science,fake
Star yard four affect if civil.,8/13/2022,Fox News,Deborah Reynolds,Business,real
Computer eight soldier.,2/9/2025,CNN,Anthony Kim,Sports,fake
Smile in man arm hand.,10/9/2022,NY Times,Wendy Kelly,Science,real
Prepare economy catch.,4/30/2022,Global Times,Emma Cooke,Health,fake
Thousand marriage sense community arm.,10/21/2022,BBC,Arthur Ross,Sports,fake
Minute next debate suffer upon truth reflect.,5/9/2024,BBC,Amy Baker,Science,real
Work bring story number risk.,5/7/2023,Global Times,Kevin Jensen,Health,real
Leave responsibility sound common thus rate dream.,9/12/2022,BBC,Stephanie Smith,Science,real
Occur Democrat suffer play model.,4/2/2024,The Guardian,Connor Smith,Health,fake
Rule some each collection candidate hit.,5/21/2022,Daily News,Matthew Chavez,Entertainment,fake
Later market week others little bill thus hear.,3/11/2025,NY Times,Nathan Anderson,Business,fake
Whose artist TV life sit pressure right.,7/23/2022,NY Times,Kevin Rodriguez,Technology,real
Consumer stop group various region to.,6/1/2022,The Guardian,Howard Paul,Science,real
Manage as pull together situation child.,3/14/2023,The Guardian,Briana Jackson,Sports,real
Security could hope move turn page.,1/24/2023,Fox News,Luis Villanueva,Politics,real
Quickly have much kind.,6/23/2024,NY Times,Charles Walters,Politics,fake
Dinner consumer cut network.,5/14/2022,Global Times,,Business,real
Anyone sister organization collection movie role Congress.,3/21/2023,Reuters,Samantha Peters,Politics,fake
Concern phone together energy.,9/21/2022,BBC,Robert Webb,Politics,fake
Imagine father your material as behavior difficult.,7/29/2023,Daily News,,Technology,fake
Night small national traditional campaign.,5/24/2024,,Edward Gibson MD,Entertainment,fake
Audience painting fine although.,11/1/2024,Fox News,Melvin Burton,Technology,fake
Mean produce at television available lawyer push.,3/15/2025,BBC,Terry Watts,Sports,real
What brother generation then day benefit between.,7/10/2022,BBC,Kristen Tanner,Politics,fake
Floor blue life area film.,7/18/2023,The Guardian,Olivia Farmer,Science,fake
Listen example open security.,5/13/2024,CNN,Michael Dean,Sports,fake
Tend attack pattern condition nation.,4/12/2023,BBC,Patricia Roy,Science,real
Moment tell second trade more.,11/6/2022,Daily News,Rhonda Irwin,Technology,fake
What career matter just for activity.,1/2/2025,CNN,John Myers,Politics,real
More adult put long avoid least add.,5/28/2024,Daily News,Rebecca Smith,Business,fake
Serve him energy term way occur.,8/12/2023,The Guardian,Michael Griffin,Science,fake
Three draw show move page need human.,9/10/2023,BBC,Robert Clark,Sports,fake
Good child whole ever.,6/20/2024,CNN,Donna Williams,Technology,fake
Similar leader nature hand threat return.,4/16/2025,Global Times,Nicholas Jones,Health,fake
Young positive together first design unit resource new.,12/7/2022,Fox News,Cody Brown,Entertainment,real
Every perform summer.,7/20/2023,,Larry Foster,Politics,real
War hour room.,8/2/2024,Reuters,Tanya Perry,Politics,fake
Star dog mission fall hotel risk.,8/11/2024,Global Times,Sara Williams,Science,real
Student him light left work pressure.,7/31/2024,BBC,Kendra Fletcher,Politics,real
Thought wife election expert common various unit.,3/30/2024,Daily News,,Business,fake
Deep perhaps affect despite effect short.,6/19/2023,Fox News,Russell Anderson,Entertainment,fake
Anyone cause friend modern maybe push less save.,10/23/2023,The Guardian,Michael Flores,Science,fake
Dinner example best.,8/17/2022,BBC,Jared Vargas,Technology,real
Seek college responsibility simple wait contain.,2/21/2023,CNN,Bradley Golden,Sports,fake
Section argue wonder practice factor site.,2/13/2023,CNN,Danielle Powell,Sports,fake
Guess red heart animal young big.,11/25/2024,Fox News,Robert Stevens,Technology,real
Young up cold movie simple investment case close.,5/1/2023,The Guardian,Theresa Herring,Business,fake
Board majority goal.,3/30/2025,BBC,Margaret Santiago,Entertainment,real
Such key old box.,4/23/2023,BBC,Cynthia Smith,Health,fake
Interest analysis sure cell serious person.,9/14/2023,NY Times,Robert Wells,Entertainment,real
Item final crime ball.,1/13/2023,The Guardian,Chad Williams,Entertainment,real
Protect half evidence list hair.,11/15/2023,Global Times,Jack Marshall,Health,real
Road experience get officer age specific pay time.,12/18/2024,CNN,Elizabeth Ford,Science,real
Large everyone lot.,5/18/2024,The Guardian,Brianna Ortiz,Technology,real
City certainly game west speak camera.,12/22/2023,,Sarah Thomas,Health,fake
Painting thought opportunity management today.,9/16/2023,The Guardian,Deanna Carpenter,Science,real
Reduce produce kind political system much month.,6/2/2023,BBC,Laura Johnson,Health,fake
Wind western walk reflect.,7/25/2023,Fox News,Samuel Gonzales,Technology,real
Again season finish political.,6/21/2022,The Guardian,Taylor Smith,Sports,fake
Now still somebody.,5/11/2022,The Guardian,Michael Joseph,Science,fake
Through able carry.,1/5/2023,BBC,Michelle Deleon,Science,fake
Fish candidate sing cell difference.,6/11/2022,CNN,Lori Thompson,Sports,fake
Main result always too.,7/17/2023,BBC,Jennifer Castro,Business,real
Task most ground social.,1/5/2023,Daily News,James Taylor,Politics,fake
Article describe important.,5/7/2024,BBC,Jesus Calderon,Science,real
Enjoy region think system picture action suggest through.,3/13/2025,Daily News,,Business,fake
